"X1","X2"
"Marracash","Vasco Rossi"
"Marracash","Sfera Ebbasta"
"Marracash","Salmo"
"Marracash","Sottotono"
"Marracash","Don Joe"
"Marracash","Sottotono"
"Marracash","Sottotono"
"Marracash","TY1"
"Marracash","Guè"
"Marracash","Guè"
"Marracash","Sfera Ebbasta"
"Marracash","Guè"
"Marracash","thasup"
"Marracash","Young Rame"
"Marracash","Guè"
"Marracash","Young Rame"
"Marracash","Elodie"
"Marracash","Rkomi"
"Marracash","Shiva"
"Marracash","thasup"
"Marracash","Gemitaiz"
"Marracash","Night Skinny"
"Marracash","MACHETE"
"Marracash","Guè"
"Marracash","Cor Veleno"
"Marracash","Federica Abbate"
"Marracash","Federica Abbate"
"Marracash","Guè"
"Marracash","Rkomi"
"Marracash","Guè"
"Marracash","Ntò"
"Marracash","J-AX"
"Marracash","Sfera Ebbasta"
"Marracash","Fabri Fibra"
"Marracash","Achille Lauro"
"Marracash","Clementino"
"Marracash","Fabri Fibra"
"Marracash","Achille Lauro"
"Marracash","Guè"
"Marracash","Night Skinny"
"Marracash","Luchè"
"Marracash","Fred De Palma"
"Marracash","Clementino"
"Marracash","Guè"
"Marracash","Giuliano Palma"
"Marracash","DJ Shocca"
"Marracash","Fedez"
"Marracash","Baby K"
"Marracash","Guè"
"Marracash","Jake La Furia"
"Marracash","Emis Killa"
"Marracash","Luchè"
"Marracash","Emis Killa"
"Marracash","Club Dogo"
"Marracash","Don Joe"
"Marracash","Entics"
"Marracash","Guè"
"Marracash","Don Joe"
"Marracash","Fabri Fibra"
"Marracash","Fabri Fibra"
"Marracash","Club Dogo"
"Marracash","Cosang"
"Marracash","J-AX"
"Marracash","Club Dogo"
"Marracash","Club Dogo"
"Marracash","Aban"
"Marracash","Vincenzo Da Via Anfossi"
"Marracash","Club Dogo"
"Marracash","Noyz Narcos"
"Marracash","Club Dogo"
"Marracash","Club Dogo"
"Marracash","Club Dogo"
"Luchè","Sick Luke"
"Luchè","Paky"
"Luchè","Paky"
"Luchè","Night Skinny"
"Luchè","Night Skinny"
"Luchè","Sottotono"
"Luchè","Noyz Narcos"
"Luchè","Sick Luke"
"Luchè","Rocco Hunt"
"Luchè","Sottotono"
"Luchè","Sottotono"
"Luchè","Ernia"
"Luchè","Guè"
"Luchè","DrefGold"
"Luchè","Ernia"
"Luchè","Guè"
"Luchè","CoCo"
"Luchè","Vale Lambo"
"Luchè","Geolier"
"Luchè","Geolier"
"Luchè","Guè"
"Luchè","Ernia"
"Luchè","DrefGold"
"Luchè","Marracash"
"Luchè","Marracash"
"Luchè","Gigi D'Alessio"
"Luchè","Geolier"
"Luchè","Mecna"
"Luchè","Lazza"
"Luchè","Night Skinny"
"Luchè","Lele Blade"
"Luchè","Side Baby"
"Luchè","CoCo"
"Luchè","Dark Polo Gang"
"Luchè","Side Baby"
"Luchè","M¥SS KETA"
"Luchè","Lazza"
"Luchè","Carl Brave"
"Luchè","Guè"
"Luchè","Noyz Narcos"
"Luchè","Night Skinny"
"Luchè","Guè"
"Luchè","Ensi"
"Luchè","Ensi"
"Luchè","Guè"
"Luchè","Marracash"
"Luchè","Marracash"
"Luchè","CoCo"
"Luchè","Rocco Hunt"
"Luchè","Marracash"
"Luchè","Marracash"
"Luchè","Livio Cori"
"Luchè","Sfera Ebbasta"
"Luchè","Rocco Hunt"
"Luchè","MadMan"
"Luchè","Emis Killa"
"Luchè","Clementino"
"Luchè","Marracash"
"Luchè","Night Skinny"
"Luchè","Fred De Palma"
"Luchè","lowlow"
"Luchè","Franco Ricciardi"
"Luchè","Don Joe"
"Luchè","Don Joe"
"Salmo","Rose Villain"
"Salmo","Ernia"
"Salmo","Deda"
"Salmo","Night Skinny"
"Salmo","thasup"
"Salmo","Night Skinny"
"Salmo","Takagi & Ketra"
"Salmo","Coez"
"Salmo","Fabri Fibra"
"Salmo","Guè"
"Salmo","Fedez"
"Salmo","MACE"
"Salmo","Guè"
"Salmo","Massimo Pericolo"
"Salmo","Emis Killa"
"Salmo","MACE"
"Salmo","Ghali"
"Salmo","Vegas Jones"
"Salmo","BLOODY VINYL"
"Salmo","Emis Killa"
"Salmo","Dark Polo Gang"
"Salmo","thasup"
"Salmo","Dani Faiv"
"Salmo","Dani Faiv"
"Salmo","Dani Faiv"
"Salmo","thasup"
"Salmo","Gemitaiz"
"Salmo","MACHETE"
"Salmo","Noyz Narcos"
"Salmo","Nitro"
"Salmo","Nerone"
"Salmo","Nerone"
"Salmo","Lazza"
"Salmo","Lazza"
"Salmo","Axos"
"Salmo","Jack The Smoker"
"Salmo","Clementino"
"Salmo","Marracash"
"Salmo","Marracash"
"Salmo","Fabri Fibra"
"Salmo","Noyz Narcos & Fritz Da Cat"
"Salmo","Clementino"
"Salmo","Fabri Fibra"
"Salmo","BLOODY VINYL"
"Salmo","Marracash"
"Salmo","Night Skinny"
"Salmo","Ensi"
"Salmo","Tormento"
"Salmo","Emis Killa"
"Salmo","Gemitaiz"
"Salmo","Jake La Furia"
"Salmo","Fritz Da Cat"
"Salmo","Ensi"
"Salmo","Raige"
"Salmo","Bassi Maestro"
"Coez","TY1"
"Coez","Sick Luke"
"Coez","Louis Dee"
"Coez","Night Skinny"
"Coez","thasup"
"Coez","Night Skinny"
"Coez","Gemitaiz"
"Coez","Sottotono"
"Coez","Gemello"
"Coez","Noyz Narcos"
"Coez","Sick Luke"
"Coez","Guè"
"Coez","Laila Al Habash"
"Coez","TROPICO"
"Coez","Sottotono"
"Coez","DJ Gengis"
"Coez","Sottotono"
"Coez","Neffa"
"Coez","Holden"
"Coez","Ceri"
"Coez","BLOODY VINYL"
"Coez","Achille Lauro"
"Coez","Marracash"
"Coez","Salmo"
"Coez","Subsonica"
"Coez","Gianna Nannini"
"Coez","Marracash"
"Coez","Lucci"
"Coez","Frenetik&Orang3"
"Coez","Salmo"
"Coez","Cor Veleno"
"Coez","Carl Brave"
"Coez","Gemitaiz"
"Coez","Noyz Narcos"
"Coez","MadMan"
"Coez","MadMan"
"Coez","Achille Lauro"
"Coez","Er Costa"
"Coez","Gemello"
"Coez","Achille Lauro"
"Coez","Emis Killa"
"Coez","Marracash"
"Coez","Marracash"
"Coez","Tormento"
"Coez","Clementino"
"Coez","Marracash"
"Coez","Achille Lauro"
"Coez","Gemitaiz"
"Coez","Lucci"
"Coez","Lucci"
"Coez","Lucci"
"Coez","Gemitaiz"
"Coez","Gemello"
"Coez","Tormento"
"Coez","Fratelli Quintale"
"Coez","3D"
"Coez","Ceri"
"Coez","3D"
"Coez","Brokenspeakers"
"Coez","Brokenspeakers"
"Tedua","Rose Villain"
"Tedua","Sick Luke"
"Tedua","Shiva"
"Tedua","Night Skinny"
"Tedua","Night Skinny"
"Tedua","Mara Sattei"
"Tedua","Sick Luke"
"Tedua","Fedez"
"Tedua","Tony Effe"
"Tedua","Inoki"
"Tedua","Disme"
"Tedua","Gaia"
"Tedua","Tony Effe"
"Tedua","Tony Effe"
"Tedua","Speranza"
"Tedua","Baby K"
"Tedua","Tony Effe"
"Tedua","Ernia"
"Tedua","DrefGold"
"Tedua","Emis Killa"
"Tedua","Ernia"
"Tedua","Inoki"
"Tedua","Gianni Bismark"
"Tedua","Disme"
"Tedua","Speranza"
"Tedua","Gianni Bismark"
"Tedua","Gianni Bismark"
"Tedua","Emis Killa"
"Tedua","Gianni Bismark"
"Tedua","Dark Polo Gang"
"Tedua","Vaz Tè"
"Tedua","Bresh"
"Tedua","Ketama126"
"Tedua","Ernia"
"Tedua","DrefGold"
"Tedua","Gianni Bismark"
"Tedua","Gianni Bismark"
"Tedua","Bresh"
"Tedua","Enzo Dong"
"Tedua","Ketama126"
"Tedua","Mecna"
"Tedua","Enzo Dong"
"Tedua","Lazza"
"Tedua","Lazza"
"Tedua","Night Skinny"
"Tedua","MACHETE"
"Tedua","Ernia"
"Tedua","Lazza"
"Tedua","Fedez"
"Tedua","Ernia"
"Tedua","Rkomi"
"Tedua","Night Skinny"
"Tedua","Izi"
"Tedua","Laïoung"
"Tedua","Laïoung"
"Tedua","Dargen D'Amico"
"Tedua","Charlie Charles"
"Tedua","Dark Polo Gang"
"Tedua","Rkomi"
"Tedua","Laïoung"
"Night Skinny","Paky"
"Night Skinny","Paky"
"Night Skinny","Rkomi"
"Night Skinny","Salmo"
"Night Skinny","Rkomi"
"Night Skinny","Noyz Narcos"
"Night Skinny","Rasty Kilo"
"Night Skinny","Rkomi"
"Night Skinny","Rkomi"
"Night Skinny","Rkomi"
"Night Skinny","Speranza"
"Night Skinny","Ernia"
"Night Skinny","Guè"
"Night Skinny","Guè"
"Night Skinny","Speranza"
"Night Skinny","Ketama126"
"Night Skinny","Side Baby"
"Night Skinny","Rkomi"
"Night Skinny","Noyz Narcos"
"Fabri Fibra","Emis Killa"
"Fabri Fibra","Sick Luke"
"Fabri Fibra","Deda"
"Fabri Fibra","Night Skinny"
"Fabri Fibra","Night Skinny"
"Fabri Fibra","SLF"
"Fabri Fibra","CanovA"
"Fabri Fibra","Sottotono"
"Fabri Fibra","SLF"
"Fabri Fibra","SLF"
"Fabri Fibra","Sick Luke"
"Fabri Fibra","Rocco Hunt"
"Fabri Fibra","Sottotono"
"Fabri Fibra","Laïoung"
"Fabri Fibra","Madame"
"Fabri Fibra","Sottotono"
"Fabri Fibra","Ernia"
"Fabri Fibra","Not Good"
"Fabri Fibra","Nerone"
"Fabri Fibra","Francesca Michielin"
"Fabri Fibra","Emis Killa"
"Fabri Fibra","Nitro"
"Fabri Fibra","Laïoung"
"Fabri Fibra","Ernia"
"Fabri Fibra","Gemitaiz"
"Fabri Fibra","Izi"
"Fabri Fibra","BLOODY VINYL"
"Fabri Fibra","Emis Killa"
"Fabri Fibra","thasup"
"Fabri Fibra","Nerone"
"Fabri Fibra","Ketama126"
"Fabri Fibra","Ernia"
"Fabri Fibra","Dani Faiv"
"Fabri Fibra","Elodie"
"Fabri Fibra","Francesca Michielin"
"Fabri Fibra","Nitro"
"Fabri Fibra","Nitro"
"Fabri Fibra","Salmo"
"Fabri Fibra","thasup"
"Fabri Fibra","Vegas Jones"
"Fabri Fibra","Enzo Dong"
"Fabri Fibra","Ketama126"
"Fabri Fibra","Lazza"
"Fabri Fibra","Bassi Maestro"
"Fabri Fibra","MACHETE"
"Fabri Fibra","Night Skinny"
"Fabri Fibra","MACHETE"
"Fabri Fibra","Clementino"
"Fabri Fibra","Charlie Charles"
"Fabri Fibra","Clementino"
"Fabri Fibra","Lazza"
"Fabri Fibra","Mahmood"
"Fabri Fibra","Boomdabash"
"Fabri Fibra","Quentin40"
"Fabri Fibra","Salmo"
"Fabri Fibra","Tiromancino"
"Fabri Fibra","Marracash"
"Fabri Fibra","Mecna"
"Fabri Fibra","Carl Brave"
"Fabri Fibra","Gemitaiz"
"Fabri Fibra","Boomdabash"
"Fabri Fibra","Lazza"
"Fabri Fibra","Claver Gold"
"Fabri Fibra","Lucariello"
"Fabri Fibra","Maruego"
"Fabri Fibra","Izi"
"Fabri Fibra","Bassi Maestro"
"Fabri Fibra","Marracash"
"Fabri Fibra","Marracash"
"Fabri Fibra","Gemitaiz"
"Fabri Fibra","Emis Killa"
"Fabri Fibra","Giuliano Palma"
"Fabri Fibra","Nitro"
"Fabri Fibra","Jake La Furia"
"Fabri Fibra","Mondo Marcio"
"Fabri Fibra","Clementino"
"Fabri Fibra","Gemitaiz"
"Fabri Fibra","Marracash"
"Fabri Fibra","Marracash"
"Fabri Fibra","Metal Carter"
"Fabri Fibra","MadMan"
"Fabri Fibra","MadMan"
"Fabri Fibra","Nitro"
"Fabri Fibra","Club Dogo"
"Fabri Fibra","Clementino"
"Fabri Fibra","Marracash"
"Fabri Fibra","Clementino"
"Fabri Fibra","Luca Carboni"
"Fabri Fibra","Guè"
"Fabri Fibra","Fritz Da Cat"
"Fabri Fibra","Emis Killa"
"Fabri Fibra","Emis Killa"
"Fabri Fibra","Don Joe"
"Fabri Fibra","Entics"
"Fabri Fibra","Tiromancino"
"Fabri Fibra","Dargen D'Amico"
"Fabri Fibra","Marracash"
"Fabri Fibra","Don Joe"
"Fabri Fibra","Metal Carter"
"Fabri Fibra","DJ Myke"
"Fabri Fibra","Marracash"
"Fabri Fibra","Gianna Nannini"
"Fabri Fibra","Gianna Nannini"
"Fabri Fibra","Elisa"
"Fabri Fibra","Microspasmi"
"Fabri Fibra","Mondo Marcio"
"Fabri Fibra","Mondo Marcio"
"Fabri Fibra","Nesli"
"Ghali","Sick Luke"
"Ghali","Rondodasosa"
"Ghali","Night Skinny"
"Ghali","Night Skinny"
"Ghali","Rhove"
"Ghali","Sick Luke"
"Ghali","Achille Lauro"
"Ghali","Achille Lauro"
"Ghali","Tedua"
"Ghali","Tedua"
"Ghali","Rkomi"
"Ghali","MACHETE"
"Ghali","Rkomi"
"Ghali","Capo Plaza"
"Ghali","Capo Plaza"
"Ghali","Charlie Charles"
"Ghali","Tedua"
"Ghali","DJ Fede"
"Ghali","DJ Fede"
"Ghali","DJ Fede"
"Bresh","Marco Mengoni"
"Bresh","TY1"
"Bresh","Sick Luke"
"Bresh","Night Skinny"
"Bresh","Night Skinny"
"Bresh","J Lord"
"Bresh","Sick Luke"
"Bresh","Inoki"
"Bresh","Disme"
"Bresh","Inoki"
"Bresh","Silent Bob"
"Bresh","Disme"
"Bresh","Cromo"
"Bresh","Vaz Tè"
"Bresh","Young Slash"
"Bresh","Tedua"
"Bresh","Tedua"
"Bresh","Vaz Tè"
"Bresh","Vaz Tè"
"Rocco Hunt","Nino D'Angelo"
"Rocco Hunt","Clementino"
"Rocco Hunt","Nino D'Angelo"
"Rocco Hunt","Gigi D'Alessio"
"Rocco Hunt","Neffa"
"Rocco Hunt","Nicola Siciliano"
"Rocco Hunt","Gigi D'Alessio"
"Rocco Hunt","Benji & Fede"
"Rocco Hunt","Boomdabash"
"Rocco Hunt","Achille Lauro"
"Rocco Hunt","Achille Lauro"
"Rocco Hunt","Caneda"
"Rocco Hunt","Nerone"
"Rocco Hunt","J-AX"
"Rocco Hunt","99 Posse"
"Rocco Hunt","99 Posse"
"Rocco Hunt","99 Posse"
"Rocco Hunt","Clementino"
"Rocco Hunt","Don Joe"
"Rocco Hunt","Clementino"
"Rocco Hunt","lowlow"
"Rocco Hunt","Night Skinny"
"Rocco Hunt","Franco Ricciardi"
"Rocco Hunt","Franco Ricciardi"
"Rocco Hunt","Clementino"
"Rocco Hunt","Ntò"
"Izi","Sick Luke"
"Izi","Bresh"
"Izi","Sick Luke"
"Izi","Disme"
"Izi","Side Baby"
"Izi","Mecna"
"Izi","MACE"
"Izi","Nex Cassel"
"Izi","Margherita Vicario"
"Izi","DrefGold"
"Izi","MACE"
"Izi","Achille Lauro"
"Izi","Gemitaiz"
"Izi","Mecna"
"Izi","Vaz Tè"
"Izi","Emma"
"Izi","Bresh"
"Izi","Margherita Vicario"
"Izi","Jack The Smoker"
"Izi","Tedua"
"Izi","Tedua"
"Izi","Bresh"
"Izi","Emma"
"Izi","Lazza"
"Izi","Night Skinny"
"Izi","MACHETE"
"Izi","Ex-Otago"
"Izi","Gianni Bismark"
"Izi","Lazza"
"Izi","Gianni Bismark"
"Izi","Gianni Bismark"
"Izi","Night Skinny"
"Izi","Charlie Charles"
"Izi","Ghali"
"Izi","Ghali"
"Izi","TY1"
"Izi","Le Scimmie (Vale Lambo & Lele Blade & Yung Snapp)"
"Izi","Laïoung"
"Izi","Laïoung"
"Izi","Dargen D'Amico"
"Izi","Charlie Charles"
"Izi","Tedua"
"Izi","Rkomi"
"Izi","Le Scimmie (Vale Lambo & Lele Blade & Yung Snapp)"
"Izi","Laïoung"
"Izi","Ntò"
"Izi","Rkomi"
"Izi","Nitro"
"Izi","Dark Polo Gang"
"Lele Blade","Geolier"
"Lele Blade","TY1"
"Lele Blade","SLF"
"Lele Blade","SLF"
"Lele Blade","Mikush"
"Lele Blade","SLF"
"Lele Blade","SLF"
"Lele Blade","SLF"
"Lele Blade","SLF"
"Lele Blade","Rocco Hunt"
"Lele Blade","Gigi D'Alessio"
"Lele Blade","Baby K"
"Lele Blade","Peppe Soks"
"Lele Blade","Vale Lambo"
"Lele Blade","Gigi D'Alessio"
"Lele Blade","Geolier"
"Lele Blade","Geolier"
"Lele Blade","SLF"
"Lele Blade","Dat Boi Dee"
"Lele Blade","Giaime"
"Lele Blade","Geolier"
"Lele Blade","Night Skinny"
"Lele Blade","MV Killa"
"Lele Blade","Le Scimmie (Vale Lambo & Lele Blade & Yung Snapp)"
"Lele Blade","Amill Leonardo"
"Lele Blade","Le Scimmie (Vale Lambo & Lele Blade & Yung Snapp)"
"MV Killa","TY1"
"MV Killa","SLF"
"MV Killa","Lele Blade"
"MV Killa","Mikush"
"MV Killa","SLF"
"MV Killa","SLF"
"MV Killa","MadMan"
"MV Killa","Rocco Hunt"
"MV Killa","Gigi D'Alessio"
"MV Killa","Guè"
"MV Killa","Gigi D'Alessio"
"MV Killa","Geolier"
"MV Killa","Geolier"
"MV Killa","SLF"
"MV Killa","Vale Lambo"
"MV Killa","Geolier"
"MV Killa","Young Rame"
"MV Killa","Lele Blade"
"MV Killa","Vale Lambo"
"Ketama126","TY1"
"Ketama126","Sick Luke"
"Ketama126","Night Skinny"
"Ketama126","L'Elfo"
"Ketama126","Night Skinny"
"Ketama126","Niko Pandetta"
"Ketama126","Gianni Bismark"
"Ketama126","Fabri Fibra"
"Ketama126","Niko Pandetta"
"Ketama126","Gemello"
"Ketama126","Noyz Narcos"
"Ketama126","Tommy Toxxic"
"Ketama126","Sick Luke"
"Ketama126","Rasty Kilo"
"Ketama126","2nd Roof"
"Ketama126","Guè"
"Ketama126","VillaBanks"
"Ketama126","VillaBanks"
"Ketama126","Carl Brave"
"Ketama126","VillaBanks"
"Ketama126","Side Baby"
"Ketama126","MACE"
"Ketama126","TY1"
"Ketama126","VillaBanks"
"Ketama126","MACE"
"Ketama126","Carl Brave"
"Ketama126","Pretty Solero"
"Ketama126","Joe Scacchi"
"Ketama126","Nicola Siciliano"
"Ketama126","Dark Polo Gang"
"Ketama126","Bresh"
"Ketama126","Zollo"
"Ketama126","Tommy Toxxic"
"Ketama126","Tommy Toxxic"
"Ketama126","Max Pezzali"
"Ketama126","Joe Scacchi"
"Ketama126","Night Skinny"
"Ketama126","Gianni Bismark"
"Ketama126","Drone126"
"Ketama126","Gianni Bismark"
"Ketama126","Gemitaiz"
"Ketama126","Drone126"
"Ketama126","Pretty Solero"
"Ketama126","Drone126"
"Ketama126","Pretty Solero"
"Ketama126","Drone126"
"Carl Brave","Rose Villain"
"Carl Brave","Rosa Chemical"
"Carl Brave","Sick Luke"
"Carl Brave","Night Skinny"
"Carl Brave","Night Skinny"
"Carl Brave","Ketama126"
"Carl Brave","Il Pagante"
"Carl Brave","Gemello"
"Carl Brave","Mara Sattei"
"Carl Brave","Tommy Toxxic"
"Carl Brave","Sick Luke"
"Carl Brave","Rocco Hunt"
"Carl Brave","Beba"
"Carl Brave","DJ Gengis"
"Carl Brave","MACE"
"Carl Brave","Madame"
"Carl Brave","Ernia"
"Carl Brave","Joe Scacchi"
"Carl Brave","Random"
"Carl Brave","Noemi"
"Carl Brave","Francesca Michielin"
"Carl Brave","MACE"
"Carl Brave","Random"
"Carl Brave","Guè"
"Carl Brave","Gemitaiz"
"Carl Brave","Vale Lambo"
"Carl Brave","Guè"
"Carl Brave","Random"
"Carl Brave","Random"
"Carl Brave","Francesca Michielin"
"Carl Brave","Elisa"
"Carl Brave","Emis Killa"
"Carl Brave","Elisa"
"Carl Brave","Rkomi"
"Carl Brave","Emis Killa"
"Carl Brave","Pretty Solero"
"Carl Brave","Pretty Solero"
"CoCo","Sick Luke"
"CoCo","Night Skinny"
"CoCo","Night Skinny"
"CoCo","Luchè"
"CoCo","Sottotono"
"CoCo","Sick Luke"
"CoCo","Briga"
"CoCo","Sottotono"
"CoCo","Gigi D'Alessio"
"CoCo","Mecna"
"CoCo","Sottotono"
"CoCo","MV Killa"
"CoCo","Vale Lambo"
"CoCo","Sina"
"CoCo","Gigi D'Alessio"
"CoCo","Peppe Soks"
"CoCo","TROPICO"
"CoCo","Livio Cori"
"CoCo","Mecna"
"CoCo","Night Skinny"
"CoCo","Luchè"
"CoCo","MV Killa"
"CoCo","Luchè"
"CoCo","Luchè"
"CoCo","Lele Blade"
"CoCo","Luchè"
"CoCo","Mecna"
"CoCo","Mecna"
"CoCo","Vale Lambo"
"CoCo","Night Skinny"
"CoCo","Luchè"
"Vale Lambo","SLF"
"Vale Lambo","SLF"
"Vale Lambo","Lele Blade"
"Vale Lambo","SLF"
"Vale Lambo","SLF"
"Vale Lambo","SLF"
"Vale Lambo","SLF"
"Vale Lambo","Sal Da Vinci"
"Vale Lambo","Sal Da Vinci"
"Vale Lambo","Gigi D'Alessio"
"Vale Lambo","Christian Revo"
"Vale Lambo","Gigi D'Alessio"
"Vale Lambo","Sal Da Vinci"
"Vale Lambo","SLF"
"Vale Lambo","Night Skinny"
"Vale Lambo","MV Killa"
"Vale Lambo","Lele Blade"
"Vale Lambo","MV Killa"
"Vale Lambo","Lele Blade"
"Vale Lambo","MadMan"
"Vale Lambo","Night Skinny"
"Vale Lambo","Guè"
"Vale Lambo","Le Scimmie (Vale Lambo & Lele Blade & Yung Snapp)"
"Vale Lambo","Amill Leonardo"
"Vale Lambo","Le Scimmie (Vale Lambo & Lele Blade & Yung Snapp)"
"Vale Lambo","Ntò"
"Franco Ricciardi","Gigi D'Alessio"
"Franco Ricciardi","Peppe Soks"
"Franco Ricciardi","Vale Lambo"
"Franco Ricciardi","Gigi D'Alessio"
"Franco Ricciardi","Christian Revo"
"Franco Ricciardi","Vincenzo Bles"
"Franco Ricciardi","Luchè"
"Willie Peyote","Fulminacci"
"Willie Peyote","Fulminacci"
"Willie Peyote","DJ Fastcut"
"Willie Peyote","Selton"
"Willie Peyote","Beba"
"Willie Peyote","Fast Animals and Slow Kids"
"Willie Peyote","Fast Animals and Slow Kids"
"Willie Peyote","Selton"
"Willie Peyote","Lo Stato Sociale"
"Willie Peyote","Lo Stato Sociale"
"Willie Peyote","Selton"
"Willie Peyote","Subsonica"
"Willie Peyote","Fabrizio De André"
"Willie Peyote","Murubutu"
"Willie Peyote","AINÉ"
"Willie Peyote","Subsonica"
"Willie Peyote","Kahbum"
"Willie Peyote","Eugenio In Via Di Gioia"
"Willie Peyote","Ex-Otago"
"Willie Peyote","Dutch Nazari"
"Willie Peyote","Dutch Nazari"
"Willie Peyote","Shade"
"Willie Peyote","Hyst"
"Neffa","TY1"
"Neffa","Deda"
"Neffa","Coez"
"Neffa","Gemitaiz"
"Neffa","Fabri Fibra"
"Neffa","DJ Gengis"
"Neffa","Livio Cori"
"Neffa","TY1"
"Neffa","Rocco Hunt"
"Neffa","Rocco Hunt"
"Neffa","Emis Killa"
"Neffa","Francesco Di Bella"
"Neffa","J-AX"
"Neffa","Rocco Hunt"
"Neffa","Marracash"
"Neffa","J-AX"
"Neffa","Rocco Hunt"
"Neffa","Nina Zilli"
"Neffa","Marracash"
"Neffa","Fabri Fibra"
"Neffa","Neri Per Caso"
"Neffa","Edoardo Bennato"
"NASKA","Zoda"
"Clementino","DJ Matrix"
"Clementino","Foja"
"Clementino","DJ Fastcut"
"Clementino","AINÉ"
"Clementino","Il Tre"
"Clementino","Laïoung"
"Clementino","DJ Gengis"
"Clementino","Gigi D'Alessio"
"Clementino","Christian Revo"
"Clementino","Brusco"
"Clementino","Brusco"
"Clementino","Nex Cassel"
"Clementino","Nerone"
"Clementino","Il Tre"
"Clementino","Il Tre"
"Clementino","L'Elfo"
"Clementino","Nerone"
"Clementino","Edoardo Bennato"
"Clementino","Cromo"
"Clementino","Nicola Siciliano"
"Clementino","L'Elfo"
"Clementino","Gigi D'Alessio"
"Clementino","Real Talk"
"Clementino","Palù"
"Clementino","Palù"
"Clementino","L'Elfo"
"Clementino","24 Grana"
"Clementino","Ntò"
"Clementino","JUNIOR CALLY"
"Clementino","Ntò"
"Clementino","24 Grana"
"Clementino","Ensi"
