"X1","X2","X3","X4","X5","X6","X7"
"6A6B4fkbxVlQtNASPk5e2e","Triángulo de Amor Bizarro",44938,0,37,"punk-rock","artist"
"4NPIUulkJi56Hj95u671sM","Sator",11182,0,34,"punk-rock","artist"
"4jqmOtAaAmhgv3xsl9k5Mx","Kettcar",89179,0,40,"punk-rock","artist"
"1ubsCjea2yzGyHQEPol3Y5","Coachwhips",16846,0,27,"punk-rock","artist"
"0ZDbrXYXNaO94VjgXjdFh7","Wohnout",139089,0,45,"punk-rock","artist"
"2DftUzexejBW6l00wmnMoc","Remember Sports",42043,0,41,"punk-rock","artist"
"4hXAGYc0vplYDIfDfD7tnN","Bloodshot Bill",8145,0,27,"punk-rock","artist"
"1eDsBeoJTwrs7P7KiF0IXl","Sztywny Pal Azji",57601,0,41,"punk-rock","artist"
"58ehndX799ZV9Jcv6IefJ1","Sheer Mag",41298,0,35,"punk-rock","artist"
"6SXLkJrpyA2cxh2B1Xq3b7","O Surto",119719,0,49,"punk-rock","artist"
"4qn6hSO1qLlaAW8jiyOw18","Beddy Rays",13621,0,46,"punk-rock","artist"
"7axA2bNeZsae6t2mgxoSFh","Charly Bliss",51657,0,37,"punk-rock","artist"
"69C0pRNo5qCmYlKS9Lctfe","Thee Headcoats",15968,0,26,"punk-rock","artist"
"4pwbGvFeHqazMZ6EDjlPxr","Marathonmann",14200,0,31,"punk-rock","artist"
"3syYIJ8mAG9T477ItqEOGA","The Spaceshits",7254,0,22,"punk-rock","artist"
"7nFTfkZmPlVL33Pclpf3aG","Chain and The Gang",9535,0,22,"punk-rock","artist"
"4HYB35YLMCRIzQobpWs5yv","Los Saicos",57817,0,34,"punk-rock","artist"
"52Jhw6Aj33kCutbvSRPECh","Stephen Jerzak",21037,0,30,"punk-rock","artist"
"2aRRUy8yfzqf1vby0ndchb","7000$",12988,0,29,"punk-rock","artist"
"5tDdTDGy0l8rHkeLaaEyyN","Carajo",152574,0,46,"punk-rock","artist"
"5JjsLpZlE0oSu9opRGQYWm","The Ex",9469,0,20,"punk-rock","artist"
"2VPvWVAiP9GICmwh4bLUuE","Sahara Hotnights",26845,0,39,"punk-rock","artist"
"5OIvhuAngAyS1rt3MU5r3k","Paralisis Permanente",41733,0,34,"punk-rock","artist"
"1HDNxhUcc8y6JukY45KHyv","Nice Biscuit",7840,0,30,"punk-rock","artist"
"0YIATkESTafhdCgTR2ZHuj","Loikaemie",25220,0,36,"punk-rock","artist"
"3dDUEkWS8vRntkXwGSI2dr","Shit And Shine",6624,0,16,"punk-rock","artist"
"0psfBzxoy44kww4f0YU5c8","Cachorro Grande",143170,0,45,"punk-rock","artist"
"5y9aHzw345UfAGA1Db5BPy","Kaos Etíliko",37356,0,42,"punk-rock","artist"
"3oihoOmPIBgtOkKmw1vTEr","Pilot",27945,0,29,"punk-rock","artist"
"1AibLUHX4nyy6OVOV7o47C","Royal Trux",9328,0,19,"punk-rock","artist"
"1P8j4elxsyd9hIky8RRy6b","Chris Cresswell",6086,0,27,"punk-rock","artist"
"2PUyeJkrdcOntByKHmnKtv","Cuchillazo",61776,0,35,"punk-rock","artist"
"1Hs5RG6WIwUSJLxRYWaOW6","Great Grandpa",37724,0,38,"punk-rock","artist"
"6G5StsdpEhbhdrmJG0WMMx","Honningbarna",25088,0,36,"punk-rock","artist"
"3kj6TZlsfyh1UuS8yTIOdK","Потомучто",6580,0,29,"punk-rock","artist"
"02jy0SdsT0bP4Hn0QkQTeG","The Milkshakes",8688,0,22,"punk-rock","artist"
"2h2frsYL6pssri5AZdlMUU","boom boom kid",71976,0,43,"punk-rock","artist"
"1j22sbMyu5n26N00BebDBh","The BellRays",13206,0,23,"punk-rock","artist"
"0UAAJKwQZz8jVDoVtly8NA","Massacre",61558,0,44,"punk-rock","artist"
"77JuhnpOBW0tatc1nJg6qB","House of Heroes",37936,0,35,"punk-rock","artist"
"6grXVRio9HAWuP3LKj4BPB","Day Of Fire",31481,0,32,"punk-rock","artist"
"6Z8rkn8aVPS0aJw1cgdNXv","Feeling B",7821,0,25,"punk-rock","artist"
"0eiyrB0ET8AbrR5s6rrLJr","Glenn Branca",19632,1,16,"punk-rock","artist"
"77BTkRyyefeKvcnFzhfdp2","Рекорд Оркестр",1015,0,27,"punk-rock","artist"
"2YKxuLK7kkCTYnTkX4O17T","PAN",6250,0,32,"punk-rock","artist"
"3uYJQiv4uZCowxyUzcJj54","The Starkillers",1963,0,28,"punk-rock","artist"
"43SkuLxHXxsquhUZw1xpZL","T-Rex Squad",94,1,2,"punk-rock","artist"
"76xZZBihyejpElQprQGnJr","The Apers",3668,0,11,"punk-rock","artist"
"0I31FkQFn7gxEVAsWGNjvZ","Pacific Avenue",18351,0,43,"punk-rock","artist"
"3Mt1FqJEuC6mhbqd7UMA9P","Electric Frankenstein",12541,0,24,"punk-rock","artist"
"5799ZsuXWM0Tpl1DmazlZc","Haydamaky",9922,0,27,"punk-rock","artist"
"2uxD55T4gdYlDMGcGtxmMP","Kazik Na Żywo",67434,0,38,"punk-rock","artist"
"28EqKeX9NMNRu7OC0jKHnF","Guerilla Poubelle",29537,0,33,"punk-rock","artist"
"3xYWXsDjB4Kfl6EY2hibO3","No One Is Innocent",43106,0,32,"punk-rock","artist"
"5guNuWdwogRihUk2X98G9n","The Jim Jones Revue",12100,0,18,"punk-rock","artist"
"06g0Hbb1jTAs73oOwzj8FI","Operation Plasticine",25413,0,30,"punk-rock","artist"
"0HAQ7fKTuGI88GDWwug8cb","Leprikonsy",1711,0,28,"punk-rock","artist"
"5WclEPgvoYK28a034NNa8s","Les Hurlements D'leo",41360,0,31,"punk-rock","artist"
"7unCEP4ksEWrU3u6Z0CdaM","James Chance & The Contortions",6630,0,16,"punk-rock","artist"
"3ucYi2JRu3j12lHbfqms9u","Tianastacia",122180,0,44,"punk-rock","artist"
"07DRdecWdrPljDGClOl3nL","Sparks The Rescue",29807,0,31,"punk-rock","artist"
"0jM03wG4kETQOvzf6QHOkx","Nikki and the Corvettes",6386,0,24,"punk-rock","artist"
"6vGzPITjy7QcOKdqfGGOpZ","Джозерс",6152,0,32,"punk-rock","artist"
"7cZCHoW0UAnBmecxXMQycM","Zvuki Mu",9914,0,22,"punk-rock","artist"
"0sNA2N3b17oq9JAgd0Rym0","The Delmonas",6098,0,21,"punk-rock","artist"
"1GltDYqF7Pl8qKkIuN85GA","Milliarden",34339,0,38,"punk-rock","artist"
"2YebmGg4R8ZPxnjaixPrYG","НАИВ",17871,0,28,"punk-rock","artist"
"15iLwKufC68VF9mNjmIE7D","F.P.G",12452,0,27,"punk-rock","artist"
"3gmW7lOonf6IfBxEE1VBBJ","Heideroosjes",15120,0,34,"punk-rock","artist"
"4OAmUQMp9sTuvo55MxGUq4","Frustration",12202,0,25,"punk-rock","artist"
"4iCXhwhRhgWLl57sj9hhbY","Hilera",36748,0,36,"punk-rock","artist"
"55zgTrm0JBRzarhIzKaPPf","127",9644,0,22,"punk-rock","artist"
"12vN2Dsop9hTkjq5Xr3mf3","Slime",41537,0,40,"punk-rock","artist"
"1J65MRryoT7CWCesOe3nBb","La Phaze",14995,0,24,"punk-rock","artist"
"5QQRAF81JeqtJOe32AoLCe","Radio Havanna",15370,0,35,"punk-rock","artist"
"2oIIjz25IqVy5YKU7yVhFq","Brainbombs",11869,0,23,"punk-rock","artist"
"05STafdfQBBQIV9duONwod","Children Collide",23670,0,36,"punk-rock","artist"
"4VRBYAzCvjuiqKGdjDWdSj","The Almighty Defenders",13480,0,25,"punk-rock","artist"
"5h5YgUkm7vI0bdbQTyBGmb","Bad Waitress",8502,0,29,"punk-rock","artist"
"697163MACOzj8XJYvJSHQz","Petlya Pristrastiya",17352,0,30,"punk-rock","artist"
"5gwksIBSNBA6HyJhwiYHtY","Cherubs",11345,0,22,"punk-rock","artist"
"3l4rRK7zL537twQBI967Bq","POLYSICS",38790,0,35,"punk-rock","artist"
"180SgP7FcRAhmrgwuNTvhL","HEY-SMITH",74757,0,40,"punk-rock","artist"
"4pPZ7nNH108ax8A1sjxfpX","Ken Yokoyama",61803,0,35,"punk-rock","artist"
"1kZTgpirZqES4wBVk08d2o","Billy Childish",12906,0,23,"punk-rock","artist"
"6EBtwTGHBGlCKqIvjUwLkW","Eddy Current Suppression Ring",19865,0,33,"punk-rock","artist"
"7ydiqNkdc2TQoP0mL5d1JH","Smile And Burn",8618,0,30,"punk-rock","artist"
"71320gUJDmTwX0ZU6YiXUr","Gli Ignoranti",112,1,2,"punk-rock","artist"
"6q0QNKHpDI9j3lOCRxoPyp","Suspended 4th",24797,0,32,"punk-rock","artist"
"7mhywHwc3ElwYwiMLEsduP","Wasureranneyo",28673,0,31,"punk-rock","artist"
"28B7Oh3NiOx2PCCAo7wcGL","Totální nasazení",15466,0,41,"punk-rock","artist"
"35BTdhvVMG0JrhFriUiT0U","Leusemia",34965,0,31,"punk-rock","artist"
"1sif0iMrz9XTAWM36070eh","The Bloody Irish Boys",5965,0,18,"punk-rock","artist"
"1CK7niAEBeKXci8KtBvxbG","Punchline",15380,0,26,"punk-rock","artist"
"16KMaRTfTsnXLpxb1adBph","Selfish Murphy",2410,0,15,"punk-rock","artist"
"2rkUO6EuQHFdR9rrakgfJR","Die Kassierer",43370,0,38,"punk-rock","artist"
"1NG0y4OWAFilBtNB2Ey9jK","Velhas Virgens",249364,0,40,"punk-rock","artist"
"7EH72y7UrbIEARoAY618rz","Diazepunk",30816,0,33,"punk-rock","artist"
"1dYHBviFFOem5Y7eYFIDV8","DAZZLE VISION",10123,0,22,"punk-rock","artist"
"15BYnFahZPTexrVSiqxbK7","Sort Sol",32729,0,35,"punk-rock","artist"
"1x59izw7Q1MpfZyzJpTfb4","Bulutsuzluk Özlemi",297998,0,45,"punk-rock","artist"
"3LWCuB9QxDmpLhhGwqU04N","Lobão",393852,0,47,"punk-rock","artist"
"3orc30EUucavid98kNtMEf","Cosmic Psychos",23546,0,32,"punk-rock","artist"
"2BFdLtG6ivaiRqPFTgV1in","Klamydia",71372,0,48,"punk-rock","artist"
"46X36qpIdSVum3zaItyoLa","Terrorgruppe",33906,0,36,"punk-rock","artist"
"1UYCASaega8cRJKw4jqU4Q","Knochenfabrik",17409,0,36,"punk-rock","artist"
"6xT6c42KpjrOlEhZK12rBL","Chingadazo de Kung Fu",39594,0,45,"punk-rock","artist"
"2x6OBrjZlSnyftY3Da2mmN","GUFI",45148,0,44,"punk-rock","artist"
"2VLqBIUWKxrOVYVflf5pbW","Runner Runner",13247,0,28,"punk-rock","artist"
"4A3ZGNdTWn4w4Aw6VFqoJm","Normahl",13672,0,33,"punk-rock","artist"
"4illxVu43vK6CgfzDhfunc","Cool Kids Of Death",14356,0,29,"punk-rock","artist"
"3EMKuFv3kcl9wyKHepeWoF","Bleeding Knees Club",17224,0,24,"punk-rock","artist"
"2aSQWCI5yCT8lHd7Mf9irY","Compulsive Gamblers",9437,0,25,"punk-rock","artist"
"0jg8QQ5BExafoPBy7ZyA5t","Crying Nut",12426,0,27,"punk-rock","artist"
"3TyZ65s7OEzbNrtC1PFPsA","V8 Wankers",5824,0,23,"punk-rock","artist"
"1id75v1jti8EgQRJOuA1Ks","Hétköznapi Csalódások",9868,0,32,"punk-rock","artist"
"73Vk4dL8kYkbRJxWJDq1wL","La Floripondio",49450,0,39,"punk-rock","artist"
"6ozbYaDYh9AFYciPvk6iBO","Balkans",7008,0,29,"punk-rock","artist"
"2ezYPSKWBfnFTobN9puCow","Bohemian Betyars",17987,0,36,"punk-rock","artist"
"6bCInSZj1C1H8Mz7m4LqYA","andymori",103822,0,43,"punk-rock","artist"
"7EgR8MOSpxSytMngVCVGEu","Cielo Razzo",149996,0,45,"punk-rock","artist"
"2fCBXGD9kIT47ULI76t8NE","Yorsh",27425,0,31,"punk-rock","artist"
"2mQ7CJCNEACHwgRBJcumqw","План Ломоносова",26307,0,29,"punk-rock","artist"
"06GhEhJGOxXfSVFlyaN6Le","CWT",4452,0,28,"punk-rock","artist"
"4rOGGTXaYygtFIHsPgLKJv","Piebald",22564,0,30,"punk-rock","artist"
"6f5ZnOofUzNf4uYw2oJeNQ","Absoluuttinen nollapiste",6226,0,28,"punk-rock","artist"
"1DmeNQWfU70wyD5wXP2UgR","Young Widows",15085,0,25,"punk-rock","artist"
"7xx0gYr6iMecpDbSynNzWF","SHANK",37592,0,38,"punk-rock","artist"
"0R8TAmoXJnoB6ro5cp1XdI","Communions",12005,0,26,"punk-rock","artist"
"4caz6Vj1VQmQkDY7ABEhUn","Jukka Nousiainen",6790,0,29,"punk-rock","artist"
"1gnKXnSL1BgGCTIrV3d4iq","Shitdisco",8747,0,16,"punk-rock","artist"
"4cUPXIFWrfVo8xmU1nHy0q","The Mad Capsule Markets",42702,1,33,"punk-rock","artist"
"4fLCFZWbgAALL8veJBj8lX","Sto zvířat",49780,0,43,"punk-rock","artist"
"57MIstrTi3Sw9J9yJybN0E","Makthaverskan",21825,0,30,"punk-rock","artist"
"4ztbfel6DJq0lL4wmTJN9Y","Taxi Girl",7225,0,27,"punk-rock","artist"
"2Gw5aCeNK9o0PmsNuSirW0","Nudozurdo",19884,0,28,"punk-rock","artist"
"1i2ol7SBMNLazfzSZKRGwM","GaGaGa SP",21276,0,37,"punk-rock","artist"
"3zkYKQsUkS8nnGDL9ZhHQR","Peter Pan Speedrock",16055,0,27,"punk-rock","artist"
"7xEYYE03vzoSMyC2AVRnD0","Shoreline",4344,0,28,"punk-rock","artist"
"4KOst4Y7B8pOQKt6TpVc4Q","ЖЩ",6289,0,29,"punk-rock","artist"
"6uB4TmSoKBBJa82R9Waj74","Pecoranera",191,1,1,"punk-rock","artist"
"3zkYKQsUkS8nnGDL9ZhHQR","Peter Pan Speedrock",16055,0,27,"punk-rock","artist"
"39YuXrW19oh8JfEeNr9vHf","The New Amsterdams",16617,0,26,"punk-rock","artist"
"6U9PwS3WsiKBVewf7wtwIZ","Joan Of Arc",18612,0,22,"punk-rock","artist"
"4kAiFsBTt9YciV5qrVIo6w","Mercy Mercedes",11239,0,25,"punk-rock","artist"
"1lGTFtR7J09FLKDoiszrEu","Black Obelisk",12663,0,30,"punk-rock","artist"
"4YxoxjA4x3YukLHeNNgJqQ","The BONEZ",25655,0,37,"punk-rock","artist"
"5hQhrVUcXs07omyV3lWUAe","The Juke Joint Pimps",4051,0,20,"punk-rock","artist"
"4gU1r5oKnAZAjhl1TQARpb","Night Gaunts",10310,0,27,"punk-rock","artist"
"42ZTPxJukaCRQuMjmxVJo4","The Infested",8388,0,24,"punk-rock","artist"
"3xdv1C9yg3wmB3soUQ6UuQ","The Woggles",6280,0,15,"punk-rock","artist"
"0Ik5xuEihdT9P1Yw6QSsLt","Les 3 Fromages",15536,0,36,"punk-rock","artist"
"760XWILN3ZTYrxiLlu1bpI","Blood or Whiskey",11607,0,19,"punk-rock","artist"
"4ysxmzXBF2iVsmomiNjGgB","Towers Of London",3430,0,13,"punk-rock","artist"
"70Yec2DBawoHMc46uUwhcY","Betagarri",25993,0,32,"punk-rock","artist"
"0TnqQ75mBM7mO8jHU42wUC","Useless Eaters",10003,0,24,"punk-rock","artist"
"5wPxorJlp9dg5u4l3L3ITD","Pogo Car Crash Control",9039,0,32,"punk-rock","artist"
"27mD3Omv4wLk7SlQ4m0CJZ","Iné Kafe",62482,0,46,"punk-rock","artist"
"6wm32IMzCXPVSQyhHq4WVL","Die Goldenen Zitronen",20505,0,29,"punk-rock","artist"
"5FO43KoYFkPnekVZ1hN46I","Drei Meter Feldweg",6650,0,37,"punk-rock","artist"
"0mMhL3ZZrSiIPd18ON1b9L","Wayne County & The Electric Chairs",6034,0,18,"punk-rock","artist"
"1v1khTmozNfxB2ET1Ep288","Last Child",2742063,0,69,"punk-rock","artist"
"1LgZVnk9K1iR7K54mNKnus","The Snake Corps",6321,0,22,"punk-rock","artist"
"3zO2ODcb95Y96n0Gl1bzHt","Elysium",23474,0,30,"punk-rock","artist"
"2XJbXqEZAerqrG44oPbBBt","Vodka Juniors",7071,0,26,"punk-rock","artist"
"5y7bjg6P7hvvzoGeqzzQxg","Disco Curtis",1345,0,22,"punk-rock","artist"
"1oVjBus2DBRTQmPEb0XhWQ","Ludwig Von 88",29278,0,32,"punk-rock","artist"
"5MXKeoHi08yq7nnRNe3t4w","The Moving Stills",6982,0,33,"punk-rock","artist"
"2DQsTcDI6YQaIKgY1FjH1M","Letter Day Story",10534,0,29,"punk-rock","artist"
"3pz6yF6H8Q6HGEEKsEktOK","Merda",11662,0,27,"punk-rock","artist"
"6zKeUUQLwOtJf15g1OovdE","Big Cyc",83208,0,41,"punk-rock","artist"
"46tdza9HtvQ3nCEU7LRTKz","Lazy Ghost",8654,0,30,"punk-rock","artist"
"22ZJNiHwAO21ulAhYadWAW","Rasta Knast",13416,0,27,"punk-rock","artist"
"4c0Bp0wMrzxY4LbvrBQnHB","Aurum",16786,0,29,"punk-rock","artist"
"0XSZ0HEPsVJNzVWsj3a6xP","Лампасы",4612,0,29,"punk-rock","artist"
"41nB823nb3wxEI25UeGHqG","Stam1na",37800,0,41,"punk-rock","artist"
"61uwXZTKqYAAoXz8XvUUbE","The O.C. Supertones",37843,0,33,"punk-rock","artist"
"7lQV6GcM2DL64Z9gC9ylEx","Emscherkurve 77",6495,0,31,"punk-rock","artist"
"1Jh4IqgvAA9gsBdCajOZ9u","Mara Balls",5668,0,24,"punk-rock","artist"
"3kBgAyXRYoSYFEsIECdRa6","Breathe Electric",13836,0,28,"punk-rock","artist"
"3SD50emyBLTyc50O82qPeu","Funny Van Dannen",29613,0,35,"punk-rock","artist"
"11wlHSvQVZGIJ5D1sTsihZ","Fun People",62914,0,37,"punk-rock","artist"
"5Hp12BdkneIJpn6hvxaoHr","Seguimos Perdiendo",23366,0,37,"punk-rock","artist"
"0dJavJ67sIQ58Lodldmnev","Stereo Skyline",59017,0,29,"punk-rock","artist"
"7Mpy3aH400ZqSmT98np3Wg","The Wake",4640,0,22,"punk-rock","artist"
"3iW4UAZQOJEXLW7L3H04gm","Re-TROS",34800,0,23,"punk-rock","artist"
"48XbrwroKoCN06o0AldkRs","Negu Gorriak",31182,0,30,"punk-rock","artist"
"1Yv0Obn2mIOsryAqqXHP89","Kal Marks",3853,0,19,"punk-rock","artist"
"7oPftvlwr6VrsViSDV7fJY","Green Day",13717669,0,80,"punk","artist"
"6FBDaR13swtiWwGhX1WQsP","blink-182",7376342,0,79,"punk","artist"
"0qT79UgT5tY4yudH9VfsdT","Sum 41",3460254,0,72,"punk","artist"
"5LfGQac0EIXyAN8aUwmNAQ","The Offspring",4863391,0,77,"punk","artist"
"7bu3H8JO7d0UbMoVzbo70s","The Cure",4221111,0,76,"punk","artist"
"3RGLhK1IP9jnYFH4BRFJBS","The Clash",2459321,0,72,"punk","artist"
"3yY2gUcIsjMr8hjo51PoJ8","The Smiths",3815304,0,77,"punk","artist"
"7FBcuc1gsnv6Y1nwFtNRCb","My Chemical Romance",7363101,0,78,"punk","artist"
"2p4FqHnazRucYQHyDCdBrJ","Simple Plan",3313724,0,69,"punk","artist"
"33EUXrFKGjpUSGacqEHhU4","Iggy Pop",1424418,0,66,"punk","artist"
"2x9SpqnPi8rlE9pjHBwmSC","Talking Heads",2046309,0,70,"punk","artist"
"26T3LtbuGT1Fu9m0eRq5X3","Cage The Elephant",3124604,0,75,"punk","artist"
"1co4F2pPNH8JjTutZkmgSm","Ramones",2366106,0,68,"punk","artist"
"74XFHRwlV6OrjEM0A2NCMF","Paramore",7455718,0,80,"punk","artist"
"4lYtGx5NZQJHsMyhHc5iz3","The Cramps",370970,0,68,"punk","artist"
"1gl0S9pS0Zw0qfa14rDD3D","Surf Curse",858003,0,71,"punk","artist"
"7mnBLXK823vNxN3UWB7Gfz","The Black Keys",3806631,0,72,"punk","artist"
"6Wr3hh341P84m3EI8qdn9O","Rise Against",2574748,0,71,"punk","artist"
"4F84IBURUo98rz4r61KF70","The White Stripes",2785132,0,72,"punk","artist"
"432R46LaYsJZV2Gmc4jUV5","Joy Division",2043733,0,65,"punk","artist"
"74OFHbDbgVQi0IYb7gir5t","Prozac+",30277,1,40,"punk","artist"
"6jKqcDpxUSl4gbjgc97L22","Tre Allegri Ragazzi Morti",100610,1,41,"punk","artist"
"46gyXjRIvN1NL1eCB8GBxo","All Time Low",2889260,0,71,"punk","artist"
"18cezosJ2J9c3XZ7uVmMf0","CCCP – Fedeli Alla Linea",100252,1,42,"punk","artist"
"7w9jdhcgHNdiPeNPUoFSlx","Dropkick Murphys",1138489,0,64,"punk","artist"
"6yhD1KjhLxIETFF7vIRf8B","Against The Current",441780,0,66,"punk","artist"
"4S2yOnmsWW97dT87yVoaSZ","NOFX",966117,0,63,"punk","artist"
"6Y64EaNqpqcZYTgs4c76gF","jxdn",968764,0,65,"punk","artist"
"0yNLKJebCb8Aueb54LYya3","New Order",1851727,1,67,"punk","artist"
"0vYkHhJ48Bs3jWcvZXvOrP","Patti Smith",959857,0,60,"punk","artist"
"4mOnUjGAvB6c6wXDUf5CPp","Sick Tamburo",27325,1,39,"punk","artist"
"2wzMOQwNT6ZvVB4amvhFAH","The Pogues",457587,0,66,"punk","artist"
"1nVq0hKIVReeaiB3xJgKf0","Molchat Doma",913751,0,65,"punk","artist"
"5aYyPjAsLj7UzANzdupwnS","Good Charlotte",2340608,0,67,"punk","artist"
"1Fmb52lZ6Jv7FMWXXTPO3K","Joan Jett & the Blackhearts",659280,0,65,"punk","artist"
"2yJwXpWAQOOl5XFzbCxLs9","Bad Religion",1150507,0,63,"punk","artist"
"593eIRu2ITrJHKdVjsJ27L","Rumatera",27286,1,36,"punk","artist"
"1cXi8ALPQCBHZbf0EgP4Ey","Misfits",1054459,0,65,"punk","artist"
"4NiJW4q9ichVqL1aUsgGAN","A Day To Remember",2158181,0,71,"punk","artist"
"1u7kkVrr14iBvrpYnZILJR","Sex Pistols",1598289,0,58,"punk","artist"
"1g1yxsNVPhMUl9GrMjEb2o","Plain White T's",1136533,0,65,"punk","artist"
"5dHiMa4plm9Svg4TWFAYW9","Punkreas",51117,1,36,"punk","artist"
"5tqh5HCdoXZ6JY1lwB8SuR","Skiantos",31199,1,36,"punk","artist"
"6xTk3EK5T9UzudENVvu9YB","Rancid",777390,0,60,"punk","artist"
"08yf5A2nS4XEeNvabDXqyg","Billy Talent",1178435,0,66,"punk","artist"
"3TNt4aUIxgfy9aoaft5Jj2","Yeah Yeah Yeahs",1180118,0,67,"punk","artist"
"0IwlY33zbBXN7zlS9DP2Cj","Nico",273772,0,60,"punk","artist"
"06bDwgCHeMAwhgI8il4Y5k","Set It Off",806079,0,67,"punk","artist"
"3Ayl7mCk0nScecqOzvNp6s","Jimmy Eat World",1370468,0,68,"punk","artist"
"0uGk2czvcpWQA383Im6ajf","Maggie Lindemann",1897120,0,66,"punk","artist"
"6oFs3qk4VepIVFdoD4jmsy","PVRIS",620925,0,64,"punk","artist"
"1n65zfwYIj5kKEtNgxUlWb","Siouxsie and the Banshees",835107,1,60,"punk","artist"
"6nDLku5uL3ou60kvCGZorh","Bloodhound Gang",849521,0,63,"punk","artist"
"3MM8mtgFzaEJsqbjZBSsHJ","Bloc Party",1058569,0,61,"punk","artist"
"0RUEHcBiENFEqxgicqS2ig","The Stranglers",489592,1,59,"punk","artist"
"6SiyKSeJo6gcsS2NvuAbsl","zebrahead",309568,0,57,"punk","artist"
"62sC6lUEWRjbFqXpMmOk4G","Fugazi",443139,0,58,"punk","artist"
"30sqtiTKIb1oDve0SdYayT","Anti-Flag",411461,0,58,"punk","artist"
"6xnvNmSzmeOE1bLKnYXKW3","The Specials",558306,0,62,"punk","artist"
"3Ut51rRtTTigBYWL6SWlFJ","Matrioska",18990,1,33,"punk","artist"
"1MP7xlABJ13LtmHfG77SCJ","Loveless",304013,0,64,"punk","artist"
"3zxKH0qp3nBCuPZCZT5Vaf","Yellowcard",1363484,0,63,"punk","artist"
"2nAKP6etu8wXNnezKXgqgg","Viagra Boys",197105,0,57,"punk","artist"
"1yYQg89rivVglzkO9Maxz4","Pornoriviste",21013,1,32,"punk","artist"
"25Maank76ry2Tmbi2Ql1SF","The Interrupters",284761,0,56,"punk","artist"
"50Lr1puweM1hFsF1LpIZLM","WhoMadeWho",184599,0,58,"punk","artist"
"5R5MLOQbI4lb7GHYioPqoN","Mindless Self Indulgence",725938,0,64,"punk","artist"
"2P560DaOMNDUACoH8ZhOCR","The Jam",670596,0,59,"punk","artist"
"3QaxveoTiMetZCMp1sftiu","Waterparks",455958,0,64,"punk","artist"
"5UqTO8smerMvxHYA5xsXb6","Sonic Youth",975898,0,59,"punk","artist"
"0fgYKF9Avljex0L9Wt5b8Z","Echo & the Bunnymen",772000,1,58,"punk","artist"
"3u2R8st1bb6zfBqNWceRXG","MOD SUN",263555,0,59,"punk","artist"
"3vAaWhdBR38Q02ohXqaNHT","The All-American Rejects",2434085,0,67,"punk","artist"
"7FngGIEGgN3Iwauw1MvO4P","nothing,nowhere.",390346,0,61,"punk","artist"
"5ojhEavq6altxW8fWIlLum","Escape the Fate",1179040,0,63,"punk","artist"
"16nn7kCHPWIB6uK09GQCNI","Social Distortion",575266,0,57,"punk","artist"
"3N8Hy6xQnQv1F1XCiyGQqA","Sleeping With Sirens",2126750,0,66,"punk","artist"
"6i0KVTOvm96T55mbp742ks","Pennywise",684563,0,57,"punk","artist"
"74xFFXkvOq9dPDigOWTHiX","Millencolin",365284,0,55,"punk","artist"
"5L5QSj7U8OMEq0T4lvrEU5","Bull Brigade",7402,1,31,"punk","artist"
"4FZ3j1oH43e7cukCALsCwf","Jack White",1292927,0,59,"punk","artist"
"5kQGFREO5FzMBMsAO3cEtj","Flogging Molly",618187,0,57,"punk","artist"
"1SImpQO0GbjRgvlwCcCtFo","The Red Jumpsuit Apparatus",1235866,0,63,"punk","artist"
"0EdvGhlC1FkGItLOWQzG4J","Sublime",2419290,0,71,"punk","artist"
"1kNQXvepPjaPgUfeDAF2h6","You Me At Six",704490,0,61,"punk","artist"
"7Ij7JYPkWzIf5OOuLwD87L","Diaframma",27923,1,31,"punk","artist"
"0TcYeHEK9sBtv7xPbKhzHz","Chumbawamba",90863,0,55,"punk","artist"
"2TM0qnbJH4QPhGMCdPt7fH","Neck Deep",1007412,0,68,"punk","artist"
"4l43uAIHyF5VzgonMKVkg7","Ryan Oakes",124867,0,57,"punk","artist"
"7xklw3WodFZiNNmQt3DIgp","Angels & Airwaves",628463,0,58,"punk","artist"
"0WGMKokl5OoPCHeP8Beydm","Vintage Violence",2529,1,28,"punk","artist"
"2qnpHrOzdmOo1S4ox3j17x","Turnstile",364901,0,63,"punk","artist"
"30U8fYtiNpeA5KH6H87QUV","Dead Kennedys",711725,0,56,"punk","artist"
"2PWXHVDEtObSmUrNhfPRav","With Confidence",165845,0,56,"punk","artist"
"0rpMdBzQXf7aYRnu5fDBJy","Violent Femmes",615756,0,58,"punk","artist"
"4BFMTELQyWJU1SwqcXMBm3","The Stooges",547557,0,54,"punk","artist"
"3PP6ghmOlDl2jaKaH0avUN","Black Country, New Road",184987,0,58,"punk","artist"
"5ND0mGcL9SKSjWIjPd0xIb","Bowling For Soup",1022156,0,62,"punk","artist"
"19I4tYiChJoxEO5EuviXpz","AFI",821816,0,63,"punk","artist"
"4rjlerN21ygkIhmUv55irs","The Jesus and Mary Chain",410353,0,54,"punk","artist"
"6zHAXTwmXvfEtYQoewnfSJ","Persiana Jones",13010,1,28,"punk","artist"
"7sVQKNtdP2NylxMgbNOJMM","Goldfinger",390997,0,58,"punk","artist"
"066X20Nz7iquqkkCW6Jxy6","LCD Soundsystem",994641,0,60,"punk","artist"
"7gkRNHOOt7QfhhXf0rEnmj","+44",400336,0,52,"punk","artist"
